country,leader,party,lr,president,term,startofterm,yearbegin,endofterm,yearend,speechtype,speechnum,codernum,rubricgrade,averagerubric,totalaverage,wb_region,region
Turkey,Recep T. Erdogan,Justice and Development Party,1,1,4,28-Aug-14,2014,9-Jul-18,2018,international,3,4,,0.2,1.466666667,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,1,4,28-Aug-14,2014,9-Jul-18,2018,famous,4,1,2,1.933333333,1.466666667,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,1,4,28-Aug-14,2014,9-Jul-18,2018,famous,4,2,1.8,1.933333333,1.466666667,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,1,4,28-Aug-14,2014,9-Jul-18,2018,famous,4,3,2,1.933333333,1.466666667,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,1,4,28-Aug-14,2014,9-Jul-18,2018,famous,4,4,,1.933333333,1.466666667,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,2,28-Aug-07,2007,29-Aug-11,2011,campaign,1,1,1,1,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,2,28-Aug-07,2007,29-Aug-11,2011,campaign,1,2,1,1,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,2,28-Aug-07,2007,29-Aug-11,2011,campaign,1,3,,1,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,2,28-Aug-07,2007,29-Aug-11,2011,campaign,1,4,,1,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,2,28-Aug-07,2007,29-Aug-11,2011,ribbon cutting,2,1,0,0.5,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,2,28-Aug-07,2007,29-Aug-11,2011,ribbon cutting,2,2,1,0.5,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,2,28-Aug-07,2007,29-Aug-11,2011,ribbon cutting,2,3,,0.5,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,2,28-Aug-07,2007,29-Aug-11,2011,ribbon cutting,2,4,,0.5,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,2,28-Aug-07,2007,29-Aug-11,2011,international,3,1,0,0,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,2,28-Aug-07,2007,29-Aug-11,2011,international,3,2,0,0,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,2,28-Aug-07,2007,29-Aug-11,2011,international,3,3,,0,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,2,28-Aug-07,2007,29-Aug-11,2011,international,3,4,,0,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,2,28-Aug-07,2007,29-Aug-11,2011,famous,4,1,2,2,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,2,28-Aug-07,2007,29-Aug-11,2011,famous,4,2,2,2,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,2,28-Aug-07,2007,29-Aug-11,2011,famous,4,3,,2,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,2,28-Aug-07,2007,29-Aug-11,2011,famous,4,4,,2,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,3,29-Aug-11,2011,28-Aug-14,2014,campaign,1,1,1,1.5,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,3,29-Aug-11,2011,28-Aug-14,2014,campaign,1,2,2,1.5,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,3,29-Aug-11,2011,28-Aug-14,2014,campaign,1,3,,1.5,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,3,29-Aug-11,2011,28-Aug-14,2014,campaign,1,4,,1.5,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,3,29-Aug-11,2011,28-Aug-14,2014,ribbon cutting,2,1,1,0.5,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,3,29-Aug-11,2011,28-Aug-14,2014,ribbon cutting,2,2,0,0.5,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,3,29-Aug-11,2011,28-Aug-14,2014,ribbon cutting,2,3,,0.5,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,3,29-Aug-11,2011,28-Aug-14,2014,ribbon cutting,2,4,,0.5,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,3,29-Aug-11,2011,28-Aug-14,2014,international,3,1,1,1,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,3,29-Aug-11,2011,28-Aug-14,2014,international,3,2,1,1,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,3,29-Aug-11,2011,28-Aug-14,2014,international,3,3,,1,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,3,29-Aug-11,2011,28-Aug-14,2014,international,3,4,,1,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,3,29-Aug-11,2011,28-Aug-14,2014,famous,4,1,1,0.5,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,3,29-Aug-11,2011,28-Aug-14,2014,famous,4,2,0,0.5,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,3,29-Aug-11,2011,28-Aug-14,2014,famous,4,3,,0.5,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,3,29-Aug-11,2011,28-Aug-14,2014,famous,4,4,,0.5,0.875,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,1,14-Mar-03,2003,28-Aug-07,2007,campaign,1,1,1,0.5,0.125,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,1,14-Mar-03,2003,28-Aug-07,2007,campaign,1,2,0,0.5,0.125,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,1,14-Mar-03,2003,28-Aug-07,2007,campaign,1,3,,0.5,0.125,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,1,14-Mar-03,2003,28-Aug-07,2007,campaign,1,4,,0.5,0.125,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,1,14-Mar-03,2003,28-Aug-07,2007,ribbon cutting,2,1,0,0,0.125,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,1,14-Mar-03,2003,28-Aug-07,2007,ribbon cutting,2,2,0,0,0.125,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,1,14-Mar-03,2003,28-Aug-07,2007,ribbon cutting,2,3,,0,0.125,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,1,14-Mar-03,2003,28-Aug-07,2007,ribbon cutting,2,4,,0,0.125,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,1,14-Mar-03,2003,28-Aug-07,2007,international,3,1,0,0,0.125,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,1,14-Mar-03,2003,28-Aug-07,2007,international,3,2,0,0,0.125,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,1,14-Mar-03,2003,28-Aug-07,2007,international,3,3,,0,0.125,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,1,14-Mar-03,2003,28-Aug-07,2007,international,3,4,,0,0.125,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,1,14-Mar-03,2003,28-Aug-07,2007,famous,4,1,0,0,0.125,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,1,14-Mar-03,2003,28-Aug-07,2007,famous,4,2,0,0,0.125,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,1,14-Mar-03,2003,28-Aug-07,2007,famous,4,3,,0,0.125,Europe & Central Asia,Western Europe
Turkey,Recep T. Erdogan,Justice and Development Party,1,0,1,14-Mar-03,2003,28-Aug-07,2007,famous,4,4,,0,0.125,Europe & Central Asia,Western Europe
Albania,Rama ,Socialist Party of Albania,-1,0,1,23-Jun-13,2013,10-Sep-17,2017,campaign,1,1,0.5,0.45,0.1375,Europe & Central Asia,Central and Eastern Europe
Albania,Rama ,Socialist Party of Albania,-1,0,1,23-Jun-13,2013,10-Sep-17,2017,campaign,1,2,0.4,0.45,0.1375,Europe & Central Asia,Central and Eastern Europe
Albania,Rama ,Socialist Party of Albania,-1,0,1,23-Jun-13,2013,10-Sep-17,2017,campaign,1,3,,0.45,0.1375,Europe & Central Asia,Central and Eastern Europe
Albania,Rama ,Socialist Party of Albania,-1,0,1,23-Jun-13,2013,10-Sep-17,2017,campaign,1,4,,0.45,0.1375,Europe & Central Asia,Central and Eastern Europe
Albania,Rama ,Socialist Party of Albania,-1,0,1,23-Jun-13,2013,10-Sep-17,2017,ribbon cutting,2,1,0,0,0.1375,Europe & Central Asia,Central and Eastern Europe
Albania,Rama ,Socialist Party of Albania,-1,0,1,23-Jun-13,2013,10-Sep-17,2017,ribbon cutting,2,2,0,0,0.1375,Europe & Central Asia,Central and Eastern Europe
Albania,Rama ,Socialist Party of Albania,-1,0,1,23-Jun-13,2013,10-Sep-17,2017,ribbon cutting,2,3,,0,0.1375,Europe & Central Asia,Central and Eastern Europe
Albania,Rama ,Socialist Party of Albania,-1,0,1,23-Jun-13,2013,10-Sep-17,2017,ribbon cutting,2,4,,0,0.1375,Europe & Central Asia,Central and Eastern Europe
Albania,Rama ,Socialist Party of Albania,-1,0,1,23-Jun-13,2013,10-Sep-17,2017,international,3,1,0,0,0.1375,Europe & Central Asia,Central and Eastern Europe
Albania,Rama ,Socialist Party of Albania,-1,0,1,23-Jun-13,2013,10-Sep-17,2017,international,3,2,0,0,0.1375,Europe & Central Asia,Central and Eastern Europe
Albania,Rama ,Socialist Party of Albania,-1,0,1,23-Jun-13,2013,10-Sep-17,2017,international,3,3,,0,0.1375,Europe & Central Asia,Central and Eastern Europe
Albania,Rama ,Socialist Party of Albania,-1,0,1,23-Jun-13,2013,10-Sep-17,2017,international,3,4,,0,0.1375,Europe & Central Asia,Central and Eastern Europe
Albania,Rama ,Socialist Party of Albania,-1,0,1,23-Jun-13,2013,10-Sep-17,2017,famous,4,1,0.2,0.1,0.1375,Europe & Central Asia,Central and Eastern Europe
Albania,Rama ,Socialist Party of Albania,-1,0,1,23-Jun-13,2013,10-Sep-17,2017,famous,4,2,0,0.1,0.1375,Europe & Central Asia,Central and Eastern Europe
Albania,Rama ,Socialist Party of Albania,-1,0,1,23-Jun-13,2013,10-Sep-17,2017,famous,4,3,,0.1,0.1375,Europe & Central Asia,Central and Eastern Europe
Albania,Rama ,Socialist Party of Albania,-1,0,1,23-Jun-13,2013,10-Sep-17,2017,famous,4,4,,0.1,0.1375,Europe & Central Asia,Central and Eastern Europe
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,10-Aug-09,2009,22-Mar-13,2013,Campaign,1,1,,,1.733333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,10-Aug-09,2009,22-Mar-13,2013,Campaign,1,2,,,1.733333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,10-Aug-09,2009,22-Mar-13,2013,Campaign,1,3,,,1.733333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,10-Aug-09,2009,22-Mar-13,2013,Campaign,1,4,,,1.733333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,10-Aug-09,2009,22-Mar-13,2013,Famous,2,1,1.9,1.95,1.733333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,10-Aug-09,2009,22-Mar-13,2013,Famous,2,2,2,1.95,1.733333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,10-Aug-09,2009,22-Mar-13,2013,Famous,2,3,,1.95,1.733333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,10-Aug-09,2009,22-Mar-13,2013,Famous,2,4,,1.95,1.733333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,10-Aug-09,2009,22-Mar-13,2013,International,3,1,1.6,1.7,1.733333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,10-Aug-09,2009,22-Mar-13,2013,International,3,2,1.8,1.7,1.733333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,10-Aug-09,2009,22-Mar-13,2013,International,3,3,,1.7,1.733333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,10-Aug-09,2009,22-Mar-13,2013,International,3,4,,1.7,1.733333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,10-Aug-09,2009,22-Mar-13,2013,Ribboncutting,4,1,1.5,1.55,1.733333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,10-Aug-09,2009,22-Mar-13,2013,Ribboncutting,4,2,1.6,1.55,1.733333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,10-Aug-09,2009,22-Mar-13,2013,Ribboncutting,4,3,,1.55,1.733333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,2,10-Aug-09,2009,22-Mar-13,2013,Ribboncutting,4,4,,1.55,1.733333333,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,22-Mar-13,2013,24-May-17,2017,Campaign,1,1,1.6,1.65,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,22-Mar-13,2013,24-May-17,2017,Campaign,1,2,1.7,1.65,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,22-Mar-13,2013,24-May-17,2017,Campaign,1,3,,1.65,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,22-Mar-13,2013,24-May-17,2017,Campaign,1,4,,1.65,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,22-Mar-13,2013,24-May-17,2017,Famous,2,1,1.8,1.75,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,22-Mar-13,2013,24-May-17,2017,Famous,2,2,1.7,1.75,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,22-Mar-13,2013,24-May-17,2017,Famous,2,3,,1.75,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,22-Mar-13,2013,24-May-17,2017,Famous,2,4,,1.75,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,22-Mar-13,2013,24-May-17,2017,International,3,1,1.6,1.55,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,22-Mar-13,2013,24-May-17,2017,International,3,2,1.5,1.55,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,22-Mar-13,2013,24-May-17,2017,International,3,3,,1.55,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,22-Mar-13,2013,24-May-17,2017,International,3,4,,1.55,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,22-Mar-13,2013,24-May-17,2017,Ribboncutting,4,1,1.3,1.15,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,22-Mar-13,2013,24-May-17,2017,Ribboncutting,4,2,1,1.15,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,22-Mar-13,2013,24-May-17,2017,Ribboncutting,4,3,,1.15,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,3,22-Mar-13,2013,24-May-17,2017,Ribboncutting,4,4,,1.15,1.525,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,15-Jan-07,2007,10-Aug-09,2009,campaign,1,1,2,2,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,15-Jan-07,2007,10-Aug-09,2009,campaign,1,2,2,2,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,15-Jan-07,2007,10-Aug-09,2009,campaign,1,3,,2,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,15-Jan-07,2007,10-Aug-09,2009,campaign,1,4,,2,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,15-Jan-07,2007,10-Aug-09,2009,ribboncutting,2,1,0,0.5,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,15-Jan-07,2007,10-Aug-09,2009,ribboncutting,2,2,1,0.5,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,15-Jan-07,2007,10-Aug-09,2009,ribboncutting,2,3,,0.5,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,15-Jan-07,2007,10-Aug-09,2009,ribboncutting,2,4,,0.5,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,15-Jan-07,2007,10-Aug-09,2009,international,3,1,1,1,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,15-Jan-07,2007,10-Aug-09,2009,international,3,2,1,1,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,15-Jan-07,2007,10-Aug-09,2009,international,3,3,,1,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,15-Jan-07,2007,10-Aug-09,2009,international,3,4,,1,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,15-Jan-07,2007,10-Aug-09,2009,famous,4,1,2,1.5,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,15-Jan-07,2007,10-Aug-09,2009,famous,4,2,1,1.5,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,15-Jan-07,2007,10-Aug-09,2009,famous,4,3,,1.5,1.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Rafael Correa,Proud and Sovereign Fatherland Alliance,-1,1,1,15-Jan-07,2007,10-Aug-09,2009,famous,4,4,,1.5,1.25,Latin America & Caribbean,Latin America & Caribbean
Croatia,Racan,Social Democratic Party of Croatia,-1,0,1,27-Jan-00,2000,23-Dec-03,2003,campaign,1,1,0,0,0,Europe & Central Asia,Central and Eastern Europe
Croatia,Racan,Social Democratic Party of Croatia,-1,0,1,27-Jan-00,2000,23-Dec-03,2003,campaign,1,2,0,0,0,Europe & Central Asia,Central and Eastern Europe
Croatia,Racan,Social Democratic Party of Croatia,-1,0,1,27-Jan-00,2000,23-Dec-03,2003,campaign,1,3,,0,0,Europe & Central Asia,Central and Eastern Europe
Croatia,Racan,Social Democratic Party of Croatia,-1,0,1,27-Jan-00,2000,23-Dec-03,2003,campaign,1,4,,0,0,Europe & Central Asia,Central and Eastern Europe
Croatia,Racan,Social Democratic Party of Croatia,-1,0,1,27-Jan-00,2000,23-Dec-03,2003,ribbon cutting,2,1,0,0,0,Europe & Central Asia,Central and Eastern Europe
Croatia,Racan,Social Democratic Party of Croatia,-1,0,1,27-Jan-00,2000,23-Dec-03,2003,ribbon cutting,2,2,0,0,0,Europe & Central Asia,Central and Eastern Europe
Croatia,Racan,Social Democratic Party of Croatia,-1,0,1,27-Jan-00,2000,23-Dec-03,2003,ribbon cutting,2,3,,0,0,Europe & Central Asia,Central and Eastern Europe
Croatia,Racan,Social Democratic Party of Croatia,-1,0,1,27-Jan-00,2000,23-Dec-03,2003,ribbon cutting,2,4,,0,0,Europe & Central Asia,Central and Eastern Europe
Croatia,Racan,Social Democratic Party of Croatia,-1,0,1,27-Jan-00,2000,23-Dec-03,2003,international,3,1,0,0,0,Europe & Central Asia,Central and Eastern Europe
Croatia,Racan,Social Democratic Party of Croatia,-1,0,1,27-Jan-00,2000,23-Dec-03,2003,international,3,2,0,0,0,Europe & Central Asia,Central and Eastern Europe
Croatia,Racan,Social Democratic Party of Croatia,-1,0,1,27-Jan-00,2000,23-Dec-03,2003,international,3,3,,0,0,Europe & Central Asia,Central and Eastern Europe
Croatia,Racan,Social Democratic Party of Croatia,-1,0,1,27-Jan-00,2000,23-Dec-03,2003,international,3,4,,0,0,Europe & Central Asia,Central and Eastern Europe
Croatia,Racan,Social Democratic Party of Croatia,-1,0,1,27-Jan-00,2000,23-Dec-03,2003,famous,4,1,0,0,0,Europe & Central Asia,Central and Eastern Europe
Croatia,Racan,Social Democratic Party of Croatia,-1,0,1,27-Jan-00,2000,23-Dec-03,2003,famous,4,2,0,0,0,Europe & Central Asia,Central and Eastern Europe
Croatia,Racan,Social Democratic Party of Croatia,-1,0,1,27-Jan-00,2000,23-Dec-03,2003,famous,4,3,,0,0,Europe & Central Asia,Central and Eastern Europe
Croatia,Racan,Social Democratic Party of Croatia,-1,0,1,27-Jan-00,2000,23-Dec-03,2003,famous,4,4,,0,0,Europe & Central Asia,Central and Eastern Europe
Honduras,Porfirio Lobo Sosa,National Party,1,1,1,27-Jan-10,2010,27-Jan-14,2013,campaign,1,1,1,1,0.3333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras,Porfirio Lobo Sosa,National Party,1,1,1,27-Jan-10,2010,27-Jan-14,2013,campaign,1,2,1,1,0.3333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras,Porfirio Lobo Sosa,National Party,1,1,1,27-Jan-10,2010,27-Jan-14,2013,campaign,1,3,,1,0.3333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras,Porfirio Lobo Sosa,National Party,1,1,1,27-Jan-10,2010,27-Jan-14,2013,campaign,1,4,,1,0.3333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras,Porfirio Lobo Sosa,National Party,1,1,1,27-Jan-10,2010,27-Jan-14,2013,ribboncutting,2,1,,,0.3333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras,Porfirio Lobo Sosa,National Party,1,1,1,27-Jan-10,2010,27-Jan-14,2013,ribboncutting,2,2,,,0.3333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras,Porfirio Lobo Sosa,National Party,1,1,1,27-Jan-10,2010,27-Jan-14,2013,ribboncutting,2,3,,,0.3333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras,Porfirio Lobo Sosa,National Party,1,1,1,27-Jan-10,2010,27-Jan-14,2013,ribboncutting,2,4,,,0.3333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras,Porfirio Lobo Sosa,National Party,1,1,1,27-Jan-10,2010,27-Jan-14,2013,international,3,1,0,0,0.3333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras,Porfirio Lobo Sosa,National Party,1,1,1,27-Jan-10,2010,27-Jan-14,2013,international,3,2,0,0,0.3333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras,Porfirio Lobo Sosa,National Party,1,1,1,27-Jan-10,2010,27-Jan-14,2013,international,3,3,,0,0.3333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras,Porfirio Lobo Sosa,National Party,1,1,1,27-Jan-10,2010,27-Jan-14,2013,international,3,4,,0,0.3333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras,Porfirio Lobo Sosa,National Party,1,1,1,27-Jan-10,2010,27-Jan-14,2013,famous,4,1,0,0,0.3333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras,Porfirio Lobo Sosa,National Party,1,1,1,27-Jan-10,2010,27-Jan-14,2013,famous,4,2,0,0,0.3333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras,Porfirio Lobo Sosa,National Party,1,1,1,27-Jan-10,2010,27-Jan-14,2013,famous,4,3,,0,0.3333333333,Latin America & Caribbean,Latin America & Caribbean
Honduras,Porfirio Lobo Sosa,National Party,1,1,1,27-Jan-10,2010,27-Jan-14,2013,famous,4,4,,0,0.3333333333,Latin America & Caribbean,Latin America & Caribbean
Croatia,Plenkovic,Croatian Democratic Union,1,0,1,19-Oct-16,2016,,present ,campaign,1,1,0,0,0,Europe & Central Asia,Central and Eastern Europe
Croatia,Plenkovic,Croatian Democratic Union,1,0,1,19-Oct-16,2016,,present ,campaign,1,2,,0,0,Europe & Central Asia,Central and Eastern Europe
